m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13629"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12242"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12359"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11822"
"2012-11-01 00:00:00","python","6398"
"2012-11-01 00:00:00","swift","3"
"2012-12-01 00:00:00","java","12438"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10961"
"2012-12-01 00:00:00","c","2570"
"2012-12-01 00:00:00","python","5764"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5688"
"2012-12-01 00:00:00","javascript","11744"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","552"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13733"
"2013-01-01 00:00:00","c#","12770"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6579"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12904"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12582"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13633"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13715"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15934"
"2013-03-01 00:00:00","c#","14243"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7187"
"2013-03-01 00:00:00","php","14175"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15308"
"2013-03-01 00:00:00","python","7637"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13899"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7941"
"2013-04-01 00:00:00","c++","7141"
"2013-04-01 00:00:00","java","16252"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3533"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15345"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13467"
"2013-05-01 00:00:00","javascript","15075"
"2013-05-01 00:00:00","java","15321"
"2013-05-01 00:00:00","c#","13494"
"2013-05-01 00:00:00","c","3200"
"2013-05-01 00:00:00","php","13177"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6848"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7822"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1783"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13975"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12818"
"2013-06-01 00:00:00","c","2948"
"2013-06-01 00:00:00","c++","6203"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7605"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14648"
"2013-06-01 00:00:00","php","12800"
"2013-06-01 00:00:00","ruby","2226"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6586"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14212"
"2013-07-01 00:00:00","php","14424"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8635"
"2013-07-01 00:00:00","javascript","16878"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15248"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16890"
"2013-08-01 00:00:00","assembly","213"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13882"
"2013-08-01 00:00:00","java","15105"
"2013-08-01 00:00:00","php","14427"
"2013-08-01 00:00:00","c++","6264"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7953"
"2013-08-01 00:00:00","r","1925"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16320"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","292"
"2013-09-01 00:00:00","php","14346"
"2013-09-01 00:00:00","c++","6575"
"2013-09-01 00:00:00","c#","13792"
"2013-09-01 00:00:00","c","3403"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17772"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7982"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7991"
"2013-10-01 00:00:00","java","18786"
"2013-10-01 00:00:00","c#","15229"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19813"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2098"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15436"
"2013-10-01 00:00:00","python","9520"
"2013-11-01 00:00:00","java","18829"
"2013-11-01 00:00:00","c#","14633"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18574"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8162"
"2013-11-01 00:00:00","c","4301"
"2013-11-01 00:00:00","php","15017"
"2013-11-01 00:00:00","python","9519"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7034"
"2013-12-01 00:00:00","c","3506"
"2013-12-01 00:00:00","java","17524"
"2013-12-01 00:00:00","c#","13657"
"2013-12-01 00:00:00","python","8484"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18101"
"2013-12-01 00:00:00","swift","10"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14550"
"2014-01-01 00:00:00","php","16941"
"2014-01-01 00:00:00","c#","15373"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7709"
"2014-01-01 00:00:00","python","9857"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21191"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18745"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21233"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3980"
"2014-02-01 00:00:00","c#","15152"
"2014-02-01 00:00:00","java","19357"
"2014-02-01 00:00:00","php","16684"
"2014-02-01 00:00:00","c++","7703"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9928"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2614"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16218"
"2014-03-01 00:00:00","python","11443"
"2014-03-01 00:00:00","c++","8687"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22040"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4573"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22719"
"2014-03-01 00:00:00","php","18459"
"2014-03-01 00:00:00","ruby","2952"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4021"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15367"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20979"
"2014-04-01 00:00:00","assembly","367"
"2014-04-01 00:00:00","javascript","21524"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17846"
"2014-04-01 00:00:00","c++","8149"
"2014-04-01 00:00:00","python","10799"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18036"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3274"
"2014-05-01 00:00:00","python","9285"
"2014-05-01 00:00:00","c++","6809"
"2014-05-01 00:00:00","c#","13944"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2682"
"2014-05-01 00:00:00","javascript","19883"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14901"
"2014-06-01 00:00:00","java","15970"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","javascript","18377"
"2014-06-01 00:00:00","python","8939"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12549"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13140"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2411"
"2014-07-01 00:00:00","javascript","20202"
"2014-07-01 00:00:00","c++","6288"
"2014-07-01 00:00:00","c#","13721"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17430"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14390"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9944"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15790"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12532"
"2014-08-01 00:00:00","c","2683"
"2014-08-01 00:00:00","c++","5893"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9135"
"2014-08-01 00:00:00","javascript","18523"
"2014-08-01 00:00:00","r","2481"
"2014-08-01 00:00:00","php","13296"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12353"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6214"
"2014-09-01 00:00:00","python","8793"
"2014-09-01 00:00:00","java","16757"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18182"
"2014-09-01 00:00:00","perl","680"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13455"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12587"
"2014-10-01 00:00:00","javascript","18959"
"2014-10-01 00:00:00","java","17950"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6851"
"2014-10-01 00:00:00","php","13702"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9592"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17906"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11904"
"2014-11-01 00:00:00","c++","6577"
"2014-11-01 00:00:00","python","9593"
"2014-11-01 00:00:00","c","3682"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18035"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2567"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13130"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6093"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11116"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12436"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9057"
"2014-12-01 00:00:00","c","3160"
"2014-12-01 00:00:00","javascript","17041"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2150"
"2014-12-01 00:00:00","java","16433"
"2014-12-01 00:00:00","swift","2496"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18581"
"2015-01-01 00:00:00","c","3217"
"2015-01-01 00:00:00","c#","11782"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16577"
"2015-01-01 00:00:00","c++","6143"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13717"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9706"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3062"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16801"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13609"
"2015-02-01 00:00:00","c","3374"
"2015-02-01 00:00:00","c++","6489"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11820"
"2015-02-01 00:00:00","python","10225"
"2015-02-01 00:00:00","javascript","18729"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20596"
"2015-03-01 00:00:00","c","3922"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13295"
"2015-03-01 00:00:00","java","19827"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15027"
"2015-03-01 00:00:00","python","11640"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7404"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15069"
"2015-04-01 00:00:00","java","19871"
"2015-04-01 00:00:00","c++","7160"
"2015-04-01 00:00:00","c","3957"
"2015-04-01 00:00:00","javascript","20964"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13116"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11474"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4029"
"2015-04-01 00:00:00","r","3331"
"2015-05-01 00:00:00","java","18591"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6834"
"2015-05-01 00:00:00","javascript","22219"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13391"
"2015-05-01 00:00:00","python","11245"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3430"
"2015-05-01 00:00:00","php","14661"
"2015-05-01 00:00:00","ruby","2509"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3812"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22678"
"2015-06-01 00:00:00","perl","591"
"2015-06-01 00:00:00","java","17898"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13562"
"2015-06-01 00:00:00","r","3436"
"2015-06-01 00:00:00","c","3174"
"2015-06-01 00:00:00","python","11831"
"2015-06-01 00:00:00","php","14460"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6531"
"2015-06-01 00:00:00","ruby","2581"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18743"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14151"
"2015-07-01 00:00:00","c++","6722"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15472"
"2015-07-01 00:00:00","javascript","24046"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5158"
"2015-07-01 00:00:00","python","12350"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13259"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11247"
"2015-08-01 00:00:00","c++","5888"
"2015-08-01 00:00:00","java","17125"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2584"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22200"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","561"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14318"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","468"
"2015-09-01 00:00:00","javascript","21445"
"2015-09-01 00:00:00","java","16983"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12939"
"2015-09-01 00:00:00","r","3332"
"2015-09-01 00:00:00","python","10990"
"2015-09-01 00:00:00","php","13579"
"2015-09-01 00:00:00","c++","5922"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4564"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18584"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12814"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12520"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21858"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","13978"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17818"
"2015-11-01 00:00:00","javascript","21318"
"2015-11-01 00:00:00","python","12323"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12405"
"2015-11-01 00:00:00","perl","465"
"2015-11-01 00:00:00","php","13392"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3543"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16583"
"2015-12-01 00:00:00","c#","12173"
"2015-12-01 00:00:00","c++","6572"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21129"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13831"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11671"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4388"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16669"
"2016-01-01 00:00:00","c#","12383"
"2016-01-01 00:00:00","c","3052"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6107"
"2016-01-01 00:00:00","php","14636"
"2016-01-01 00:00:00","perl","450"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22551"
"2016-01-01 00:00:00","python","12375"
"2016-01-01 00:00:00","swift","4799"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12761"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13276"
"2016-02-01 00:00:00","c++","6570"
"2016-02-01 00:00:00","java","17883"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22512"
"2016-02-01 00:00:00","perl","501"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14979"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19951"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13638"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3459"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14093"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24131"
"2016-03-01 00:00:00","php","15192"
"2016-03-01 00:00:00","c++","7039"
"2016-03-01 00:00:00","ruby","2264"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13738"
"2016-04-01 00:00:00","python","13692"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19522"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6910"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","494"
"2016-04-01 00:00:00","javascript","23491"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14523"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4771"
"2016-05-01 00:00:00","javascript","23039"
"2016-05-01 00:00:00","c#","13529"
"2016-05-01 00:00:00","c","2725"
"2016-05-01 00:00:00","python","13139"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17069"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","c++","6144"
"2016-05-01 00:00:00","php","14509"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","488"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15941"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13694"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13087"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5728"
"2016-06-01 00:00:00","javascript","22177"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12933"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5481"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12033"
"2016-07-01 00:00:00","java","14967"
"2016-07-01 00:00:00","javascript","22228"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1904"
"2016-07-01 00:00:00","php","12967"
"2016-07-01 00:00:00","swift","4949"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12851"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15202"
"2016-08-01 00:00:00","assembly","259"
"2016-08-01 00:00:00","javascript","22698"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12739"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5023"
"2016-08-01 00:00:00","php","12925"
"2016-08-01 00:00:00","swift","4915"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14701"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11123"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2517"
"2016-09-01 00:00:00","php","12194"
"2016-09-01 00:00:00","python","12369"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20472"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12307"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11470"
"2016-10-01 00:00:00","c++","5988"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3217"
"2016-10-01 00:00:00","python","13521"
"2016-10-01 00:00:00","javascript","20466"
"2016-10-01 00:00:00","java","15364"
"2016-10-01 00:00:00","ruby","1822"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4737"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3272"
"2016-11-01 00:00:00","c#","11667"
"2016-11-01 00:00:00","javascript","20538"
"2016-11-01 00:00:00","python","14207"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15678"
